City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
605155,Kiruna,SE,67.8557,20.2251,-17.48,76,88,5.75
2084442,Vanimo,PG,-2.6741,141.3028,79.56,83,71,6.15
1858910,Kaga,JP,36.2997,136.3145,33.73,93,40,2.3
3402429,Caucaia,BR,-3.7361,-38.6531,83.03,73,40,23.02
2137773,Vao,NC,-22.6667,167.4833,73.35,88,100,22.5
5973108,Hearst,CA,49.6835,-83.6665,5.25,78,99,6.15
5513343,Sunrise Manor,US,36.2111,-115.0731,63.41,24,1,2.24
935214,Saint-Pierre,RE,-21.3393,55.4781,77.68,76,0,3.44
2027296,Aykhal,RU,66.0,111.5,-26.59,98,99,8.46
3520994,Puerto Escondido,MX,15.85,-97.0667,86.27,48,1,4.7
6145890,Shelburne,CA,44.0787,-80.2041,29.88,72,100,8.41
3944399,Chancay,PE,-11.5714,-77.2672,69.67,82,100,7.02
323828,Anamur,TR,36.0751,32.8369,61.72,57,5,11.1
2122605,Okhotsk,RU,59.3833,143.3,-13.77,87,22,10.83
4360369,Laurel,US,39.0993,-76.8483,49.44,42,1,1.01
3148133,Larsnes,NO,62.2028,5.5773,34.21,85,100,7.14
3460087,Jardim,BR,-21.4803,-56.1381,103.08,21,93,2.15
5231851,Sioux Falls,US,43.55,-96.7003,37.4,69,100,5.99
3393692,Itarema,BR,-2.9248,-39.9167,88.03,59,38,20.22
3013748,Hauterive,FR,46.0901,3.4459,41.0,88,100,11.79
3465769,Conceição da Barra,BR,-18.5933,-39.7322,82.96,62,61,7.07
4997130,Ingham,US,42.6,-84.3833,35.53,63,90,12.66
1035025,Nacala,MZ,-14.5428,40.6728,81.01,77,8,9.48
5991056,Kenora,CA,49.8167,-94.4337,20.05,86,90,6.91
4998842,Lapeer,US,43.0514,-83.3188,34.41,64,75,8.05
328709,Shambu,ET,9.5667,37.1,55.98,45,7,1.57
5983607,Inuvik,CA,68.3499,-133.7218,-14.8,73,90,4.61
6324729,Halifax,CA,44.6453,-63.5724,35.51,73,54,10.0
1735227,Kuantan,MY,3.8077,103.326,75.07,88,20,3.44
2121385,Severo-Kuril'sk,RU,50.6789,156.125,29.91,67,97,26.11
160677,Chake Chake,TZ,-5.2459,39.7666,79.07,76,98,7.36
3894426,Coyhaique,CL,-45.5752,-72.0662,68.61,47,50,9.53
1056899,Sambava,MG,-14.2667,50.1667,78.15,84,93,10.65
2074865,Carnarvon,AU,-24.8667,113.6333,77.07,65,0,14.97
3062439,Vrchlabí,CZ,50.627,15.6094,33.3,94,100,1.9
3355672,Lüderitz,NA,-26.6481,15.1594,65.14,77,0,18.61
1510689,Baykit,RU,61.67,96.37,-0.83,95,100,2.35
778707,Mehamn,NO,71.0357,27.8492,21.11,90,90,20.49
1264071,Malkāpur,IN,20.8833,76.2,70.14,50,1,3.85
1568574,Qui Nhon,VN,13.7667,109.2333,70.5,88,95,14.54
1235846,Matara,LK,5.9485,80.5353,77.36,90,81,3.69
1244926,Hambantota,LK,6.1241,81.1185,78.98,83,33,4.38
5445820,Liberal,US,37.0431,-100.921,53.82,28,0,8.93
4408672,Sikeston,US,36.8767,-89.5879,59.31,94,90,9.22
1701054,Marawi,PH,7.9986,124.2928,65.64,97,100,1.83
2126682,Bilibino,RU,68.0546,166.4372,-16.51,99,100,3.2
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,41.31,96,100,48.59
513329,Ozinki,RU,51.1786,49.6769,31.41,99,100,10.96
3843123,Neuquén,AR,-38.9516,-68.0591,82.29,32,0,5.75
1525988,Ayagoz,KZ,47.9714,80.4392,18.73,91,100,2.33
1637001,Biak,ID,-0.9131,122.8766,77.32,80,100,5.41
175555,Nakonde,ZM,-9.3421,32.745,66.45,72,87,4.88
1810979,Fuling,CN,29.7022,107.3919,55.85,77,0,1.95
3393536,Olinda,BR,-8.0089,-34.8553,85.73,58,40,8.05
140521,Bījār,IR,35.8668,47.6051,38.55,30,62,3.98
1649150,Bengkulu,ID,-3.8004,102.2655,74.66,91,100,6.38
2077895,Alice Springs,AU,-23.7,133.8833,67.55,60,90,4.61
2409914,Bonthe,SL,7.5264,-12.505,83.98,69,56,11.1
3347353,Menongue,AO,-14.6585,17.691,64.08,95,100,6.58
779554,Honningsvåg,NO,70.9821,25.9704,24.87,81,63,21.94
292968,Abu Dhabi,AE,24.4667,54.3667,74.57,64,0,5.75
103630,Najrān,SA,17.4924,44.1277,65.05,31,0,3.89
5712169,Baker City,US,44.7749,-117.8344,33.44,70,55,8.95
3470137,Belmonte,BR,-15.8631,-38.8828,80.6,64,20,7.0
3995671,Mochicahui,MX,25.9333,-108.9333,77.11,38,100,5.32
1526038,Atbasar,KZ,51.8,68.3333,11.3,97,81,2.62
6319623,Taguatinga,BR,-12.3857,-46.5711,79.07,70,94,1.45
3386213,Touros,BR,-5.1989,-35.4608,90.5,63,7,17.47
1490364,Tabory,RU,58.5198,64.5495,10.18,86,80,4.72
2027109,Barguzin,RU,53.6167,109.6167,15.44,90,72,6.96
3420846,Qaqortoq,GL,60.7167,-46.0333,25.34,75,100,17.05
2377457,Nouadhibou,MR,20.931,-17.0347,78.78,31,20,9.22
2396518,Port-Gentil,GA,-0.7193,8.7815,80.71,83,100,11.18
4033557,Tautira,PF,-17.7333,-149.15,77.02,69,36,16.84
4569073,Aiken,US,33.5835,-81.5998,63.03,79,90,5.75
5274887,Suamico,US,44.6319,-88.0393,30.61,90,90,5.01
1684606,Taganak,PH,6.0833,118.3,77.09,69,20,11.54
2027806,Amazar,RU,53.858,120.875,7.9,82,66,5.55
3141667,Roald,NO,62.5833,6.1333,34.45,75,40,13.8
2120612,Tigil',RU,57.8,158.6667,18.43,93,100,16.73
1526273,Nur-Sultan,KZ,51.1801,71.446,28.35,86,75,6.71
2172880,Byron Bay,AU,-28.65,153.6167,65.44,88,50,7.99
2018735,Nyurba,RU,63.2842,118.3319,-22.58,86,60,8.46
3418910,Upernavik,GL,72.7868,-56.1549,29.68,66,100,8.03
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,87.28,52,85,2.01
905395,Mufulira,ZM,-12.5498,28.2407,77.63,30,43,3.96
6453316,Tromsø,NO,69.6496,18.957,17.62,67,40,18.41
2145554,Ulladulla,AU,-35.35,150.4667,54.46,66,99,4.27
232713,Kajansi,UG,0.2081,32.5222,75.88,77,79,4.94
100926,Umluj,SA,25.0213,37.2685,77.88,76,21,6.49
2159220,Mackay,AU,-21.15,149.2,78.4,69,40,11.5
1106677,Bambous Virieux,MU,-20.3428,57.7575,79.05,78,40,8.05
2092164,Lorengau,PG,-2.0226,147.2712,83.35,83,100,16.58
5870133,Nome,US,64.5011,-165.4064,28.47,93,90,32.21
4036284,Alofi,NU,-19.0595,-169.9187,76.89,94,41,5.75
1608530,Nakhon Phanom,TH,17.3333,104.4167,56.79,67,37,5.39
1682598,Taytay,PH,14.5678,121.1394,77.09,73,20,3.44
5703673,Elko,US,41.0002,-115.5012,44.08,40,28,8.99
4115181,Hope,US,33.6671,-93.5916,71.17,93,100,10.09
4535823,Elk City,US,35.412,-99.4043,55.87,50,1,13.8
3832899,Viedma,AR,-40.8135,-62.9967,83.75,21,0,8.7
1255301,Susner,IN,23.95,76.0833,67.05,45,47,4.27
3571913,Marsh Harbour,BS,26.5412,-77.0636,78.33,65,53,15.05
2412408,Nioro,GM,13.35,-15.75,99.16,10,84,9.06
3414079,Olafsvik,IS,64.8945,-23.7142,39.25,95,100,51.11
515109,Oranzherei,RU,45.8476,47.5663,46.36,93,91,7.94
5353775,Grass Valley,US,39.2191,-121.0611,51.46,43,1,0.0
362973,Abnūb,EG,27.2696,31.1511,62.82,45,98,8.03
3347762,Lubango,AO,-14.9172,13.4925,63.63,87,94,1.92
2119283,Zyryanka,RU,65.75,150.85,-42.52,97,84,5.23
286621,Salalah,OM,17.0151,54.0924,74.97,51,0,1.9
2249281,Linguère,SN,15.3953,-15.1193,102.42,13,0,6.91
3914839,Huanuni,BO,-18.2667,-66.85,45.09,61,100,8.75
218680,Boende,CD,-0.2167,20.8667,73.0,86,99,1.63
5983720,Iqaluit,CA,63.7506,-68.5145,7.7,65,90,18.99
2121025,Srednekolymsk,RU,67.45,153.6833,-48.3,100,74,4.81
3374083,Bathsheba,BB,13.2167,-59.5167,86.61,62,40,23.02
2112539,Iwaki,JP,37.05,140.8833,41.04,73,6,3.27
666500,Soleşti,RO,46.7667,27.7833,39.11,84,100,7.92
1636308,Manokwari,ID,-0.8667,134.0833,77.92,88,100,5.61
5301388,Lake Havasu City,US,34.4839,-114.3224,61.5,26,1,3.0
2270385,Camacha,PT,33.0833,-16.3333,63.82,72,40,18.41
2246901,Oussouye,SN,12.485,-16.5469,86.09,25,65,7.47
1090467,Boueni,YT,-12.9025,45.0761,82.38,72,23,4.63
2512730,Peñarroya-Pueblonuevo,ES,38.3,-5.2667,49.44,62,41,13.06
3382160,Cayenne,GF,4.9333,-52.3333,82.09,83,75,1.99
3465329,Coruripe,BR,-10.1256,-36.1756,83.5,67,84,13.47
1078553,Ampanihy,MG,-24.7,44.75,80.17,51,0,9.75
5955826,Fort Frances,CA,48.5999,-93.4003,22.06,74,90,5.01
696292,Prymors'k,UA,46.7348,36.3443,38.52,86,99,4.41
245669,Adré,TD,13.4667,22.2,78.87,20,76,8.46
1784055,Zhuanghe,CN,39.7008,122.9911,42.53,83,3,4.29
3421719,Narsaq,GL,60.9167,-46.05,23.61,84,100,15.39
3389822,Salinópolis,BR,-0.6136,-47.3561,83.34,77,51,11.83
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,37,20,14.97
2374583,Bubaque,GW,11.2833,-15.8333,81.37,66,52,12.55
463355,Zheleznodorozhnyy,RU,55.7503,38.0042,28.11,96,93,4.7
2109701,Auki,SB,-8.7676,160.7034,76.96,89,99,6.08
5396987,Solano,US,38.2333,-121.9511,48.42,100,90,3.44
2128983,Nayoro,JP,44.3506,142.4578,25.3,90,95,7.94
2112802,Hasaki,JP,35.7333,140.8333,44.58,64,94,9.22
3400920,Elesbão Veloso,BR,-6.2019,-42.1403,88.16,48,75,4.47
3154907,Grong,NO,64.4654,12.3149,18.82,87,8,6.4
162627,Yabrūd,SY,33.9674,36.6574,42.46,67,61,2.89
3354077,Opuwo,NA,-18.0607,13.84,84.4,14,4,20.07
2067089,Maningrida,AU,-12.0667,134.2667,83.14,75,100,6.76
1812955,Dezhou,CN,37.4486,116.2925,41.95,60,44,6.08
2156643,Mount Gambier,AU,-37.8333,140.7667,46.31,87,91,0.0
2090021,Namatanai,PG,-3.6667,152.4333,77.68,88,100,6.76
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,19.94,63,90,8.05
6096551,Pangnirtung,CA,66.1451,-65.7125,17.6,93,90,13.8
692944,Stanislav,UA,46.5691,32.1478,41.94,77,98,10.04
6456503,Les Mureaux,FR,49.0,1.9167,42.01,89,75,3.0
602150,Umeå,SE,63.8284,20.2597,10.33,92,90,4.61
898912,Serenje,ZM,-13.2325,30.2352,76.5,31,46,3.11
371745,Kutum,SD,14.2,24.6667,72.73,19,59,10.67
1738050,Marabu,MY,4.4148,114.0089,78.94,89,40,5.75
3419842,Sisimiut,GL,66.9395,-53.6735,25.99,75,99,8.28
347863,Sīwah,EG,29.2041,25.5195,62.01,45,0,7.27
2068110,Kununurra,AU,-15.7667,128.7333,73.38,100,100,14.97
656739,Ilmajoki,FI,62.7333,22.5667,-12.44,84,0,1.14
933366,Maun,BW,-19.9833,23.4167,75.54,57,100,5.59
1246294,Galle,LK,6.0367,80.217,79.3,84,69,4.27
2194098,Ahipara,NZ,-35.1667,173.1667,65.7,95,37,7.81
3127460,Burgos,ES,42.3394,-3.7079,37.81,87,75,10.36
